customer_id,first_name,last_name,email,age,gender,income,education,occupation,city,state,zip_code,signup_date
CUST_000053,Caroline,Martinez,reedross@example.com,53,M,40801,Associate,Broadcast presenter,Alexanderchester,GU,64752,2024-11-03
CUST_000054,Daniel,Yu,bzimmerman@example.org,49,F,47009,High School,"Scientist, research (maths)",Christinaside,WI,63873,2025-01-02
CUST_000055,Steven,Petersen,marcus31@example.com,35,M,29495,High School,"Production designer, theatre/television/film",Port Steven,RI,88081,2023-10-10
CUST_000056,Nicholas,Johnson,hunter35@example.com,26,M,45966,Bachelor,"Librarian, public",Nicoleview,OH,01831,2023-07-12
CUST_000057,Zachary,Lee,jenniferfreeman@example.org,53,M,57677,Bachelor,Publishing copy,Westtown,CO,39067,2023-04-13
CUST_000058,Jeffrey,Holt,elizabeth57@example.net,49,F,95338,Bachelor,Set designer,Ronaldside,MA,46613,2020-11-24
CUST_000059,Jacqueline,Nelson,jerry35@example.org,36,M,56606,High School,Social worker,East Javier,NJ,36742,2024-01-08
CUST_000060,Jenny,Bray,tina34@example.org,27,F,42079,Bachelor,Media planner,West Alexis,ND,17092,2024-01-08
CUST_000061,Joshua,Mccann,heidi27@example.org,40,M,46136,High School,"Administrator, charities/voluntary organisations",Taylormouth,MA,24665,2023-10-10
CUST_000062,Tammy,King,ewilson@example.com,34,M,82217,Master,Regulatory affairs officer,New Crystalton,FL,20056,2022-09-15
CUST_000063,Lisa,Avery,mcknightdavid@example.com,22,M,26081,Associate,Trading standards officer,Port Alexandra,NV,58529,2024-02-07
CUST_000064,Kenneth,Chapman,ntorres@example.org,40,F,55056,Bachelor,Travel agency manager,Port Jaredborough,KS,87064,2023-05-13
CUST_000065,Christopher,Allen,moorericky@example.net,29,M,43130,High School,"Therapist, music",Carterbury,LA,93163,2023-10-10
CUST_000066,Justin,Heath,mcdanielsandra@example.net,58,F,59435,High School,Theme park manager,South Danny,IN,85387,2022-02-17
CUST_000067,Edward,Baker,charlesmartin@example.com,33,F,36151,High School,"Therapist, nutritional",Scottmouth,UT,40358,2024-01-08
CUST_000068,Holly,Bender,mkim@example.org,54,F,61646,High School,Podiatrist,Cassandratown,CO,30506,2023-04-13
CUST_000069,Suzanne,Huff,keyemily@example.com,44,F,103289,PhD,Technical author,Port Katelynfort,NC,85895,2020-12-24
CUST_000070,Scott,Ramirez,fwalters@example.org,25,M,44223,Associate,"Psychotherapist, dance movement",Rickymouth,TN,14211,2025-03-03
CUST_000071,Mia,Rivera,zroberts@example.net,48,F,25851,High School,Animator,Millerview,MD,15695,2023-11-09
CUST_000072,Tara,Powell,sandovalamy@example.com,58,M,85506,Master,Audiological scientist,New Michael,WV,65839,2023-08-11
CUST_000073,Colleen,Wolf,josephanderson@example.com,29,M,47450,High School,Primary school teacher,Martinezbury,VT,21259,2025-02-01
CUST_000074,Lance,Smith,hdavis@example.com,53,M,62122,Bachelor,Commercial/residential surveyor,South Sarah,LA,67199,2023-03-14
CUST_000075,Janice,Perry,pbaird@example.com,50,M,50305,High School,Structural engineer,South James,PA,67117,2024-12-03
CUST_000076,Julie,Taylor,hillkristy@example.com,50,F,59052,High School,"Librarian, public",Loriport,VA,39633,2024-03-08
CUST_000077,Mary,Carpenter,cgrimes@example.net,42,M,48548,High School,Radio broadcast assistant,Martinside,MS,60183,2024-07-06
CUST_000078,Sarah,Kane,ashleyhall@example.com,24,M,41048,Bachelor,Armed forces logistics/support/administrative officer,Juliefurt,MS,87492,2025-01-02
CUST_000079,Laura,Pearson,tylerjohnson@example.net,45,M,48190,Associate,Therapeutic radiographer,Mollymouth,CT,69438,2024-12-03
CUST_000080,Renee,Smith,robertpena@example.org,44,F,39552,High School,Cabin crew,Harringtonview,MA,82192,2023-12-09
CUST_000081,Heather,Santos,melissa86@example.com,49,M,35698,High School,Ranger/warden,New Caseyport,IN,98381,2024-10-04
CUST_000082,Christopher,Good,wallaceheather@example.org,31,F,34360,High School,Armed forces training and education officer,Lauraport,MI,49632,2025-03-03
CUST_000083,Ryan,Sanchez,yknight@example.org,42,F,48650,Bachelor,"Doctor, hospital",North Chelsea,MS,81727,2023-09-10
CUST_000084,Felicia,Jimenez,jesselittle@example.com,44,F,26167,Bachelor,Freight forwarder,Port Stevenport,TX,72144,2024-04-07
CUST_000085,Eric,Alexander,vanessa46@example.net,33,M,67497,High School,Fitness centre manager,Bruceborough,MS,63836,2025-02-01
CUST_000086,Daniel,James,bailey40@example.net,41,M,98136,Bachelor,Occupational hygienist,Alanton,PW,79983,2023-03-14
CUST_000087,Julie,Wall,kimberly39@example.com,42,F,89081,Bachelor,English as a foreign language teacher,New John,WV,94994,2022-05-18
CUST_000088,Katrina,Becker,courtneyberger@example.net,34,F,76962,Bachelor,Archaeologist,Kristinaton,OR,48324,2024-07-06
CUST_000089,Jessica,Davis,mark62@example.org,31,F,36324,Bachelor,Consulting civil engineer,Alyssaview,MP,22068,2024-08-05
CUST_000090,Jonathan,Summers,scoffey@example.net,36,M,61790,Bachelor,Lexicographer,South Sydneyberg,WV,30072,2022-12-14
CUST_000091,Michelle,Ramsey,zcoffey@example.net,37,M,39748,Bachelor,Medical secretary,Port Ralphview,ND,16700,2022-08-16
CUST_000092,Shawn,Chambers,brenda51@example.net,58,F,75470,Bachelor,Facilities manager,Johnsonside,MD,80465,2024-07-06
CUST_000093,Jeffrey,Brown,tblankenship@example.net,49,F,68982,Bachelor,Osteopath,East Brandonton,ME,65070,2023-01-13
CUST_000094,Darren,Young,paulwatson@example.net,30,M,37105,High School,"Sound technician, broadcasting/film/video",Matthewsberg,FM,54880,2024-01-08
CUST_000095,Diana,Bass,rcrosby@example.org,43,F,36003,High School,Metallurgist,South Sean,IA,48038,2025-02-01
CUST_000096,Cory,Jennings,bruce43@example.org,44,M,67640,High School,"Programme researcher, broadcasting/film/video",Lake Jasontown,AR,44214,2023-05-13
CUST_000097,John,Martinez,caseyhubbard@example.org,43,M,28330,Associate,Theatre director,Port Molly,MA,19841,2024-06-06
CUST_000098,Kristina,Carlson,michele22@example.net,27,M,54933,High School,Fitness centre manager,North Donna,AK,17776,2025-03-03
CUST_000099,Alexis,Tyler,briannasmith@example.com,33,M,86487,Bachelor,Associate Professor,Lake Robert,DE,98236,2022-04-18
CUST_000100,Bryce,West,william17@example.net,41,F,70080,High School,Environmental consultant,Lake Kristahaven,ME,60537,2025-02-01
CUST_000101,Dawn,Johnson,bboone@example.net,34,F,26581,High School,Clinical cytogeneticist,Josephmouth,CA,11090,2024-11-03
CUST_000102,Marc,Hernandez,joshuaschultz@example.net,36,F,35136,High School,"Journalist, broadcasting",Vanghaven,LA,59970,2023-11-09
CUST_000103,William,Jordan,farrelldebra@example.net,53,F,77712,Bachelor,"Engineer, structural",Hayesbury,MT,44925,2023-09-10
CUST_000104,Maria,Ross,edwardslarry@example.com,46,M,41970,Associate,Minerals surveyor,Lake Sandra,CA,12458,2024-01-08
CUST_000105,Marie,Davis,garnernathan@example.org,35,F,80404,Bachelor,"Surveyor, commercial/residential",New Sueside,MA,88320,2023-02-12
CUST_000106,David,Gomez,uparrish@example.org,29,F,50106,Bachelor,Holiday representative,Michaelshire,NY,28385,2024-09-04
CUST_000107,Eric,Olson,bellangela@example.org,40,M,38456,High School,Health promotion specialist,Port Roy,OH,81991,2024-08-05
CUST_000108,Christina,Day,lynchdiane@example.net,32,M,51949,Bachelor,"Geologist, engineering",East Joshuaport,PW,45042,2025-05-02
CUST_000109,Michael,White,ashleymorales@example.org,55,F,99401,Bachelor,Airline pilot,Lake Alyssafurt,MT,59961,2024-05-07
CUST_000110,Matthew,Wood,kimberly99@example.org,43,M,33427,High School,Associate Professor,East Karen,AR,88839,2023-12-09
CUST_000111,Christopher,Ramos,ctucker@example.com,49,F,81252,Master,Government social research officer,Port William,MI,56850,2023-06-12
CUST_000112,Daniel,Gregory,trose@example.org,21,M,36949,Bachelor,English as a second language teacher,Joyceton,AL,27295,2025-05-02
CUST_000113,Kevin,Clark,kathrynroberts@example.org,26,F,52715,Bachelor,Actor,Burgessburgh,DC,50335,2025-01-02
CUST_000114,Amanda,Hall,charles06@example.org,47,M,54856,Bachelor,Psychiatric nurse,Port Lawrencechester,OK,53509,2022-10-15
CUST_000115,Jenna,Butler,sullivantammy@example.org,40,M,94388,Bachelor,Waste management officer,Collierstad,CO,57741,2022-09-15
CUST_000116,Megan,Sanchez,zwarren@example.com,52,F,65183,High School,"Librarian, academic",West Kimberly,CA,67411,2023-04-13
CUST_000117,Cynthia,Schmidt,rebeccabailey@example.net,53,F,91240,Master,Data scientist,North Dwayne,ID,23241,2024-05-07
CUST_000118,Carrie,Wolf,thompsonkendra@example.com,38,M,53954,Bachelor,"Psychologist, forensic",Maldonadoshire,SD,83770,2025-05-02
CUST_000119,Valerie,Morris,edward17@example.com,50,M,89749,High School,Immunologist,Brittanystad,NY,10225,2023-08-11
CUST_000120,Lance,Hayes,woodjustin@example.net,38,M,61329,Bachelor,Chemical engineer,Fordside,WY,97352,2024-05-07
CUST_000121,Paula,Cole,marcalvarez@example.org,46,F,45478,Bachelor,Biomedical engineer,Garciamouth,VT,11554,2024-03-08
CUST_000122,William,Thompson,jasmineritter@example.net,55,M,63568,High School,"Scientist, research (medical)",West Nathan,LA,51280,2021-09-20
CUST_000123,Riley,Morgan,mccormickdeborah@example.org,48,F,43717,Bachelor,Landscape architect,New Erikaport,KS,95362,2023-03-14
CUST_000124,Melissa,Brandt,mathewaguilar@example.org,47,F,29621,High School,Maintenance engineer,Tammyfurt,DC,78494,2023-10-10
CUST_000125,Jeanne,Miller,vschneider@example.org,35,F,47890,High School,Secretary/administrator,Lake Ellenhaven,MN,02890,2024-04-07
CUST_000126,Michael,White,matthewmiranda@example.org,43,M,43152,Bachelor,Equities trader,East Chris,PR,13757,2022-10-15
CUST_000127,William,Fernandez,stanleynancy@example.net,31,M,41229,High School,"Conservator, museum/gallery",Mooreburgh,MP,91313,2024-02-07
CUST_000128,Kellie,Lamb,jenniferwilliams@example.com,49,M,42561,Bachelor,Field seismologist,Bishopmouth,IN,70494,2024-01-08
CUST_000129,John,Sheppard,mmckee@example.com,43,M,39369,High School,"Teacher, English as a foreign language",Murrayport,WI,50553,2024-09-04
CUST_000130,Wesley,Barnes,lisasolis@example.org,38,M,69123,Bachelor,Fitness centre manager,Lake Timothystad,OH,13947,2021-10-20
CUST_000131,Jennifer,Black,mitchellkathryn@example.com,30,M,38812,Associate,"Production assistant, television",Port Samuel,PW,29603,2023-05-13
CUST_000132,Lisa,Wilkerson,perryrandy@example.com,52,M,56767,High School,Fashion designer,Vangstad,IN,04195,2023-09-10
CUST_000133,Lucas,Garcia,lacey20@example.com,45,F,38046,High School,Public house manager,Port Janice,NV,81155,2024-09-04
CUST_000134,Adam,Miller,jason28@example.net,25,M,71427,Associate,Transport planner,Rodriguezport,IA,39973,2025-03-03
CUST_000135,David,Allen,fbrown@example.net,43,F,77077,Bachelor,Social worker,Lake Zacharybury,VT,19319,2025-06-01
CUST_000136,Kelly,Smith,john62@example.net,50,F,57700,Bachelor,Chartered certified accountant,Carloshaven,ND,66997,2024-08-05
CUST_000137,Kristin,Romero,myerstheodore@example.net,41,M,41608,Bachelor,Naval architect,Jontown,MI,09356,2024-05-07
CUST_000138,Michael,Quinn,ingramjill@example.com,27,M,26828,High School,Contracting civil engineer,West Amyburgh,MP,90243,2025-01-02
CUST_000139,Steven,Dominguez,lisabrown@example.com,27,M,37977,High School,Animator,Jamesborough,FM,05993,2024-12-03
CUST_000140,Leslie,Collins,ihays@example.com,32,M,35287,Bachelor,Forensic scientist,Port Deborahport,MI,06766,2025-06-01
CUST_000141,Michelle,Rivera,lloydsamuel@example.com,43,F,106614,Master,Printmaker,Morganburgh,NM,91211,2021-01-23
CUST_000142,Tyler,Glass,laurie61@example.com,33,F,35161,High School,Town planner,New Kelly,CT,10995,2024-06-06
CUST_000143,Mark,Phillips,bmorrison@example.org,32,M,55415,Bachelor,"Producer, radio",Sergiostad,RI,57509,2022-03-19
CUST_000144,Joshua,Whitney,jonesdana@example.com,35,F,48325,Bachelor,Scientific laboratory technician,North Douglas,PA,89379,2024-12-03
CUST_000145,Kimberly,Johnson,youngdeanna@example.com,47,M,45611,High School,Music therapist,New Ericmouth,MN,49261,2024-07-06
CUST_000146,Scott,Jones,alyssasanders@example.net,28,F,31943,High School,Health promotion specialist,North Anthony,HI,65911,2024-11-03
CUST_000147,April,Mcintyre,greenjorge@example.com,25,M,54096,High School,"Engineer, site",Heatherfort,ID,16575,2023-11-09
CUST_000148,Derek,Jones,rachelwallace@example.org,32,M,61727,Bachelor,IT consultant,Jennaside,ND,38559,2023-07-12
CUST_000149,Patricia,York,laurahicks@example.org,43,F,59519,Bachelor,"Engineer, control and instrumentation",East Kristy,AK,47804,2023-06-12
CUST_000150,Angela,Wood,cherylmiller@example.com,41,F,34446,High School,Occupational therapist,Foxchester,GU,75854,2024-11-03
CUST_000151,Charles,Compton,coleerin@example.com,48,F,42334,High School,"Conservation officer, historic buildings",Port Tammy,NE,66412,2025-01-02
CUST_000152,Renee,Brown,holmeskevin@example.org,48,F,43249,High School,IT trainer,West Stacey,NC,37731,2024-11-03
CUST_000153,Meghan,King,david49@example.net,37,F,41359,Bachelor,Chief Financial Officer,New Shelly,FL,22940,2023-11-09
CUST_000154,Donna,Le,megan90@example.org,44,M,68755,Bachelor,Ceramics designer,Lake Kelliview,SD,28132,2024-06-06
CUST_000155,Katie,Butler,jimenezcourtney@example.com,25,F,25793,High School,Immigration officer,Sanchezfurt,ME,59947,2024-12-03
CUST_000156,Charles,Brown,dperry@example.org,27,F,40789,High School,"Librarian, public",West Michelle,MD,96734,2025-05-02
CUST_000157,Vanessa,Reed,xanderson@example.net,42,M,57783,Bachelor,"Surveyor, planning and development",West Johnville,KY,59430,2022-07-17
CUST_000158,John,Davis,sonia96@example.org,32,F,44915,High School,"Designer, jewellery",Sarahmouth,ID,21386,2024-01-08
CUST_000159,Tyrone,Robertson,fkoch@example.org,27,M,30126,High School,Chemical engineer,Wagnerbury,IL,76961,2025-03-03
CUST_000160,Michael,Williams,pharper@example.net,48,F,89964,High School,"Psychotherapist, dance movement",Amandaville,NE,18056,2022-10-15
CUST_000161,Nicole,Luna,zdiaz@example.org,34,M,86244,High School,"Teacher, early years/pre",West Angela,CA,51140,2021-08-21
CUST_000162,William,Duran,marcia99@example.org,41,M,67430,High School,"Conservation officer, historic buildings",South Nathanielmouth,OH,48421,2025-02-01
CUST_000163,Kari,Gonzalez,cporter@example.org,31,M,44891,Bachelor,"Copywriter, advertising",Lindahaven,NH,20022,2024-08-05
CUST_000164,Catherine,Robertson,sarah52@example.com,50,F,42973,High School,Warehouse manager,Brittneyhaven,MP,67310,2023-08-11
CUST_000165,Amanda,Erickson,thomas05@example.com,30,M,71914,High School,Clinical molecular geneticist,Silvatown,PA,62706,2025-04-02
CUST_000166,Joseph,Rios,jennifersilva@example.org,41,M,37997,High School,"Scientist, research (physical sciences)",Hernandezbury,AZ,75548,2025-04-02
CUST_000167,Stacy,Rodriguez,alexanderrobert@example.com,43,F,44097,High School,"Engineer, electronics",Shawfort,VI,96948,2023-08-11
CUST_000168,Jessica,Thornton,annbolton@example.com,28,F,79840,Bachelor,Secondary school teacher,Edwardsburgh,NH,70379,2025-03-03
CUST_000169,Matthew,Gomez,chelsea33@example.com,36,F,59984,Bachelor,"Surveyor, insurance",Jeffreyport,WI,38381,2022-02-17
CUST_000170,Janet,Vaughn,wstewart@example.net,43,F,62965,High School,Graphic designer,Davidside,MS,52213,2022-09-15
CUST_000171,Loretta,Blevins,kellyroberts@example.net,40,F,63071,Bachelor,Careers information officer,Sandraview,WA,63294,2025-01-02
CUST_000172,Jason,Clayton,sarah42@example.org,26,F,41645,Bachelor,Warden/ranger,East Brent,MH,70105,2023-08-11
CUST_000173,Jeremiah,Hall,gutierrezjennifer@example.org,25,F,47400,High School,"Copywriter, advertising",New Tiffanyburgh,MT,86076,2024-10-04
CUST_000174,Savannah,Johns,wsantos@example.com,43,M,45093,Bachelor,IT sales professional,Debbieland,SD,75753,2025-01-02
CUST_000175,Jesse,Rodgers,gentrygregory@example.org,47,F,69846,Bachelor,Animator,Frenchburgh,WA,38442,2024-07-06
CUST_000176,Nancy,Smith,hebertmatthew@example.com,47,M,45682,Bachelor,Speech and language therapist,Smallberg,PR,66589,2024-06-06
CUST_000177,Taylor,Lee,riverajessica@example.net,24,F,32218,Bachelor,Furniture designer,North Jill,WY,39170,2024-02-07
CUST_000178,Ashley,Todd,cherylfowler@example.com,45,F,34503,Bachelor,Physiotherapist,Christopherville,HI,18931,2024-06-06
CUST_000179,Thomas,Boyle,greenjoe@example.com,41,M,51389,High School,Landscape architect,Brandishire,AL,34783,2025-05-02
CUST_000180,Desiree,Schwartz,contrerassteven@example.org,52,F,70079,High School,"Optician, dispensing",Hannahport,MN,81061,2021-08-21
CUST_000181,Jeffrey,Bernard,vhernandez@example.net,22,F,48236,High School,Midwife,Milesfort,WV,70954,2024-07-06
CUST_000182,Laurie,Petersen,erinlarson@example.org,47,M,49596,High School,Secondary school teacher,Ricestad,CA,74447,2022-08-16
CUST_000183,Daniel,Poole,ashleyhernandez@example.com,24,M,47003,Associate,"Scientist, product/process development",Wilsonborough,VT,76935,2024-05-07
CUST_000184,Tracy,Nolan,dstokes@example.org,45,F,27106,Bachelor,Scientific laboratory technician,Bryantton,OH,61105,2023-12-09
CUST_000185,Emily,Parker,fosterlisa@example.net,33,F,69072,High School,Engineering geologist,North Rodneyland,ND,08398,2023-04-13
CUST_000186,Sarah,Jones,ajohnson@example.org,50,M,46372,Bachelor,Control and instrumentation engineer,Brooksfurt,NV,49980,2024-09-04
CUST_000187,Nicholas,Vega,desireebailey@example.org,40,F,56665,Bachelor,Soil scientist,Ricebury,MP,00956,2025-05-02
CUST_000188,Katelyn,Good,inunez@example.com,47,M,37875,High School,Ship broker,Morrowbury,NH,45872,2024-07-06
CUST_000189,Eric,Lopez,johnsondonna@example.net,30,F,64402,Bachelor,"Administrator, sports",East Carlos,PA,04901,2024-02-07
CUST_000190,Sean,Powers,sanchezbradley@example.com,34,F,46664,Bachelor,Facilities manager,Port Michelle,AR,18868,2022-10-15
CUST_000191,William,Roberts,barbara53@example.com,26,M,54250,High School,Customer service manager,South Kevin,AR,73471,2023-07-12
CUST_000192,Stacy,Hobbs,conniesimmons@example.com,32,M,59063,Associate,Art gallery manager,Shellyfurt,WY,69243,2022-11-14
CUST_000193,Lucas,Butler,kevinwhite@example.net,23,F,45534,Bachelor,Public librarian,Port Jeremiah,PR,93244,2024-12-03
CUST_000194,Drew,Ford,harttammy@example.net,39,F,36762,Associate,Senior tax professional/tax inspector,South John,IL,43789,2023-09-10
CUST_000195,Deborah,Nielsen,christopher30@example.com,23,M,39536,Bachelor,Multimedia programmer,Port Charlesshire,VA,88509,2023-08-11
CUST_000196,Angelica,Mendoza,kevin03@example.org,25,M,69008,Bachelor,Commercial/residential surveyor,Rochaborough,MO,31870,2024-06-06
CUST_000197,Andrea,Rowe,powens@example.com,27,F,63145,Bachelor,Insurance account manager,Michaelfort,NH,13425,2024-02-07
CUST_000198,Leah,Bowen,robin55@example.com,46,F,131474,Bachelor,Armed forces technical officer,Lake Dustin,KS,73024,2022-03-19
CUST_000199,Sarah,Riley,mphillips@example.com,39,F,55491,Bachelor,Event organiser,Hudsonbury,NM,72674,2023-02-12
CUST_000200,Diamond,Cohen,kathryn77@example.com,38,F,26750,Bachelor,Dispensing optician,Garyside,NM,24624,2024-01-08
CUST_000201,Sabrina,Weaver,warrenmary@example.org,49,F,46918,Bachelor,Art therapist,South Derrickbury,CA,93191,2024-05-07
CUST_000202,Edward,Robinson,nbrooks@example.net,44,F,109711,PhD,Warehouse manager,Hopkinstown,AL,70259,2021-09-20
CUST_000203,Andrea,Smith,amanda40@example.net,31,F,43820,Bachelor,Planning and development surveyor,North Samantha,NC,20017,2023-07-12
CUST_000204,John,Harvey,lisa46@example.org,42,F,64268,High School,Midwife,Stevensbury,UT,30104,2025-03-03
CUST_000205,Kevin,Clayton,valdezmichele@example.org,34,M,35614,High School,Chief Financial Officer,Grayside,NJ,07856,2023-02-12
CUST_000206,Dana,Warner,porterryan@example.com,31,F,66514,Bachelor,Systems developer,New Samanthabury,IL,91240,2022-06-17
CUST_000207,Paige,Alvarez,glassgabrielle@example.com,44,F,78535,Bachelor,Speech and language therapist,East Sarahmouth,AK,27653,2022-03-19
CUST_000208,Brenda,Goodwin,thickman@example.org,22,M,38737,Bachelor,"Surveyor, rural practice",New Mary,MS,89241,2025-03-03
CUST_000209,Peggy,Rivera,krystalnorris@example.org,48,M,34996,High School,"Restaurant manager, fast food",Brianchester,IN,10464,2025-02-01
CUST_000210,Matthew,Mack,unovak@example.org,63,F,109629,Bachelor,Government social research officer,Henrystad,OH,49708,2022-04-18
