customer_id,customer_name,customer_tier,registration_date,status,email
64,Customer_000064,Basic,2022-05-03,Inactive,customer64@email.com
65,Customer_000065,Premium,2024-01-10,Active,customer65@email.com
66,Customer_000066,Standard,2024-03-15,Active,customer66@email.com
67,Customer_000067,Premium,2023-08-27,Active,customer67@email.com
68,Customer_000068,Basic,2021-07-18,Active,customer68@email.com
69,Customer_000069,Basic,2023-04-22,Inactive,customer69@email.com
70,Customer_000070,Standard,2024-10-11,Inactive,customer70@email.com
71,Customer_000071,Basic,2021-05-05,Active,customer71@email.com
72,Customer_000072,Standard,2021-08-12,Active,customer72@email.com
73,Customer_000073,Standard,2023-07-08,Active,customer73@email.com
74,Customer_000074,Basic,2023-08-06,Active,customer74@email.com
75,Customer_000075,Premium,2023-06-27,Active,customer75@email.com
76,Customer_000076,Basic,2021-07-20,Active,customer76@email.com
77,Customer_000077,Premium,2021-01-31,Active,customer77@email.com
78,Customer_000078,Basic,2022-04-30,Active,customer78@email.com
79,Customer_000079,Basic,2022-03-14,Inactive,customer79@email.com
80,Customer_000080,Standard,2021-12-04,Active,customer80@email.com
81,Customer_000081,Standard,2022-06-28,Active,customer81@email.com
82,Customer_000082,Basic,2022-08-08,Active,customer82@email.com
83,Customer_000083,Premium,2024-02-13,Active,customer83@email.com
84,Customer_000084,Standard,2022-01-24,Active,customer84@email.com
85,Customer_000085,Premium,2024-04-01,Active,customer85@email.com
86,Customer_000086,Basic,2022-10-05,Active,customer86@email.com
87,Customer_000087,Basic,2023-10-27,Active,customer87@email.com
88,Customer_000088,Basic,2021-04-27,Active,customer88@email.com
89,Customer_000089,Basic,2022-01-16,Active,customer89@email.com
90,Customer_000090,Basic,2022-04-27,Active,customer90@email.com
91,Customer_000091,Standard,2024-03-12,Active,customer91@email.com
92,Customer_000092,Basic,2024-06-22,Inactive,customer92@email.com
93,Customer_000093,Standard,2024-03-03,Active,customer93@email.com
94,Customer_000094,Basic,2022-02-23,Active,customer94@email.com
95,Customer_000095,Basic,2022-06-28,Active,customer95@email.com
96,Customer_000096,Premium,2022-09-07,Inactive,customer96@email.com
97,,Basic,2021-05-29,Active,
98,Customer_000098,Standard,2024-02-28,Active,customer98@email.com
99,Customer_000099,Basic,2022-03-13,Inactive,customer99@email.com
100,Customer_000100,Basic,2022-12-16,Inactive,customer100@email.com
101,Customer_000101,Basic,2023-01-27,Active,customer101@email.com
102,Customer_000102,Standard,2024-01-18,Inactive,customer102@email.com
103,Customer_000103,Basic,2024-09-01,Active,customer103@email.com
104,Customer_000104,Premium,2024-02-10,Active,customer104@email.com
105,Customer_000105,Premium,2021-10-03,Active,customer105@email.com
106,Customer_000106,Basic,2024-02-08,Inactive,customer106@email.com
107,Customer_000107,Basic,2022-03-08,Active,customer107@email.com
108,Customer_000108,Basic,2024-07-22,Active,customer108@email.com
109,Customer_000109,Standard,2022-05-30,Active,customer109@email.com
110,Customer_000110,Basic,2021-07-09,Inactive,customer110@email.com
111,,Basic,2021-04-01,Active,
112,Customer_000112,Premium,2024-07-28,Active,customer112@email.com
113,Customer_000113,Standard,2023-06-24,Active,customer113@email.com
114,Customer_000114,Basic,2021-01-20,Active,customer114@email.com
115,Customer_000115,Basic,2024-11-16,Active,customer115@email.com
116,Customer_000116,Basic,2023-01-27,Active,customer116@email.com
117,Customer_000117,Basic,2021-09-19,Active,customer117@email.com
118,Customer_000118,Standard,2021-03-23,Active,customer118@email.com
119,Customer_000119,Standard,2022-05-27,Active,customer119@email.com
120,Customer_000120,Basic,2024-02-21,Active,customer120@email.com
121,Customer_000121,Basic,2024-06-25,Inactive,customer121@email.com
122,Customer_000122,Basic,2022-04-30,Active,customer122@email.com
123,Customer_000123,Premium,2021-12-29,Inactive,customer123@email.com
124,Customer_000124,Standard,2022-11-12,Inactive,customer124@email.com
125,Customer_000125,Basic,2024-10-03,Inactive,customer125@email.com
126,Customer_000126,Standard,2022-07-01,Active,customer126@email.com
127,Customer_000127,Basic,2023-02-23,Active,customer127@email.com
128,Customer_000128,Standard,2022-04-01,Active,customer128@email.com
129,Customer_000129,Basic,2022-12-18,Inactive,customer129@email.com
130,Customer_000130,Basic,2022-04-12,Active,customer130@email.com
131,Customer_000131,Basic,2023-03-28,Inactive,customer131@email.com
132,Customer_000132,Premium,2022-07-26,Active,customer132@email.com
133,Customer_000133,Basic,2024-10-23,Inactive,customer133@email.com
134,Customer_000134,Basic,2021-02-26,Inactive,customer134@email.com
135,Customer_000135,Standard,2022-01-01,Active,customer135@email.com
136,Customer_000136,Basic,2021-03-20,Inactive,customer136@email.com
137,Customer_000137,Basic,2022-10-05,Inactive,customer137@email.com
138,Customer_000138,Basic,2021-08-25,Active,customer138@email.com
139,Customer_000139,Basic,2022-06-06,Active,customer139@email.com
140,Customer_000140,Basic,2023-12-01,Inactive,customer140@email.com
141,Customer_000141,Basic,2024-10-05,Active,customer141@email.com
142,Customer_000142,Standard,2024-09-22,Active,customer142@email.com
143,Customer_000143,Basic,2024-09-20,Active,customer143@email.com
144,Customer_000144,Standard,2022-09-08,Active,customer144@email.com
145,Customer_000145,Standard,2022-10-31,Active,customer145@email.com
146,Customer_000146,Premium,2021-09-18,Active,customer146@email.com
147,Customer_000147,Basic,2023-02-16,Active,customer147@email.com
148,Customer_000148,Premium,2024-06-14,Active,customer148@email.com
149,Customer_000149,Basic,2021-01-01,Active,customer149@email.com
150,Customer_000150,Basic,2024-04-02,Active,customer150@email.com
151,Customer_000151,Premium,2023-06-24,Active,customer151@email.com
152,Customer_000152,Basic,2023-08-28,Active,customer152@email.com
153,Customer_000153,Basic,2021-12-14,Inactive,customer153@email.com
154,Customer_000154,Basic,2024-09-21,Active,customer154@email.com
155,Customer_000155,Basic,2022-04-27,Active,customer155@email.com
156,Customer_000156,Standard,2022-02-12,Active,customer156@email.com
157,Customer_000157,Premium,2023-09-01,Inactive,customer157@email.com
158,Customer_000158,Basic,2023-07-22,Inactive,customer158@email.com
159,Customer_000159,Standard,2022-02-03,Active,customer159@email.com
160,Customer_000160,Standard,2023-03-30,Active,customer160@email.com
161,Customer_000161,Basic,2021-01-12,Inactive,customer161@email.com
162,Customer_000162,Basic,2021-08-07,Active,customer162@email.com
163,Customer_000163,Basic,2024-11-26,Inactive,customer163@email.com
164,Customer_000164,Basic,2022-05-26,Active,customer164@email.com
165,Customer_000165,Standard,2021-10-01,Active,customer165@email.com
166,Customer_000166,Standard,2024-02-19,Inactive,customer166@email.com
167,Customer_000167,Premium,2023-06-26,Active,customer167@email.com
168,Customer_000168,Premium,2023-10-31,Active,customer168@email.com
169,Customer_000169,Basic,2023-07-03,Inactive,customer169@email.com
170,Customer_000170,Standard,2023-08-31,Active,customer170@email.com
171,Customer_000171,Standard,2024-07-29,Active,customer171@email.com
172,Customer_000172,Standard,2023-09-20,Active,customer172@email.com
173,Customer_000173,Standard,2021-06-08,Active,customer173@email.com
174,Customer_000174,Basic,2022-11-19,Active,customer174@email.com
175,Customer_000175,Standard,2021-10-11,Active,customer175@email.com
176,Customer_000176,Basic,2021-11-09,Inactive,customer176@email.com
177,Customer_000177,Basic,2023-04-15,Active,customer177@email.com
178,Customer_000178,Premium,2021-05-08,Active,customer178@email.com
179,Customer_000179,Premium,2024-04-11,Active,customer179@email.com
180,Customer_000180,,2024-03-25,Active,customer180@email.com
181,Customer_000181,Standard,2022-12-22,Active,customer181@email.com
182,Customer_000182,Standard,2023-05-09,Active,customer182@email.com
183,Customer_000183,Basic,2024-05-20,Active,customer183@email.com
184,Customer_000184,Basic,2022-07-13,Inactive,customer184@email.com
185,Customer_000185,Standard,2022-11-20,Active,customer185@email.com
186,Customer_000186,Premium,2021-12-05,Active,customer186@email.com
187,Customer_000187,Premium,2024-06-28,Active,customer187@email.com
188,Customer_000188,Premium,2024-04-27,Active,customer188@email.com
189,Customer_000189,Basic,2024-08-09,Active,customer189@email.com
190,Customer_000190,Basic,2022-01-08,Active,customer190@email.com
191,Customer_000191,Premium,2022-03-10,Active,customer191@email.com
192,Customer_000192,Basic,2023-02-16,Inactive,customer192@email.com
193,Customer_000193,Basic,2023-05-14,Inactive,customer193@email.com
194,Customer_000194,Standard,2021-02-09,Active,customer194@email.com
195,Customer_000195,Basic,2022-12-18,Inactive,customer195@email.com
196,Customer_000196,Basic,2024-08-27,Active,customer196@email.com
197,Customer_000197,Standard,2022-05-22,Inactive,customer197@email.com
198,Customer_000198,Standard,2021-11-09,Inactive,customer198@email.com
199,Customer_000199,Basic,2021-08-23,Active,customer199@email.com
200,Customer_000200,Basic,2024-12-03,Inactive,customer200@email.com
201,Customer_000201,Premium,2024-05-25,Inactive,customer201@email.com
202,Customer_000202,Basic,2021-08-23,Inactive,customer202@email.com
203,Customer_000203,Standard,2022-09-30,Inactive,customer203@email.com
204,Customer_000204,Standard,2022-10-01,Active,customer204@email.com
205,Customer_000205,Basic,2023-02-08,Active,customer205@email.com
206,Customer_000206,Standard,2021-06-05,Inactive,customer206@email.com
207,Customer_000207,Basic,2022-05-13,Active,customer207@email.com
208,Customer_000208,Basic,2024-11-02,Active,customer208@email.com
209,Customer_000209,Standard,2024-03-05,Active,customer209@email.com
210,Customer_000210,Basic,2023-05-28,Inactive,customer210@email.com
211,Customer_000211,Basic,2024-08-19,Inactive,customer211@email.com
212,Customer_000212,Premium,2023-10-01,Active,customer212@email.com
213,Customer_000213,Premium,2024-07-25,Active,customer213@email.com
214,Customer_000214,Standard,2021-11-10,Inactive,customer214@email.com
215,Customer_000215,Standard,2024-08-25,Active,customer215@email.com
216,Customer_000216,Premium,2024-01-08,Active,customer216@email.com
217,Customer_000217,Basic,2024-04-28,Active,customer217@email.com
218,Customer_000218,Premium,2021-06-27,Active,customer218@email.com
219,Customer_000219,Premium,2023-08-10,Active,customer219@email.com
220,Customer_000220,Basic,2022-11-20,Active,customer220@email.com
221,Customer_000221,Premium,2022-01-08,Inactive,customer221@email.com
222,Customer_000222,Standard,2022-06-14,Active,customer222@email.com
223,Customer_000223,Basic,2024-12-07,Inactive,customer223@email.com
224,Customer_000224,Basic,2023-11-25,Inactive,customer224@email.com
225,Customer_000225,Standard,2023-04-13,Active,customer225@email.com
226,Customer_000226,Basic,2024-11-15,Active,customer226@email.com
227,Customer_000227,Standard,2023-07-07,Inactive,customer227@email.com
228,Customer_000228,Premium,2022-03-30,Active,customer228@email.com
229,Customer_000229,Premium,2024-09-21,Active,customer229@email.com
230,Customer_000230,Premium,2023-12-24,Active,customer230@email.com
231,Customer_000231,Premium,2024-02-02,Active,customer231@email.com
232,Customer_000232,Basic,2022-07-09,Active,customer232@email.com
233,Customer_000233,Basic,2022-01-30,Active,customer233@email.com
234,Customer_000234,Standard,2024-11-14,Inactive,customer234@email.com
235,Customer_000235,Standard,2023-09-19,Inactive,customer235@email.com
236,Customer_000236,Premium,2023-12-11,Inactive,customer236@email.com
237,Customer_000237,Premium,2022-02-02,Inactive,customer237@email.com
238,,Basic,2022-09-12,Inactive,
239,Customer_000239,Premium,2022-07-16,Active,customer239@email.com
240,Customer_000240,Basic,2022-08-22,Active,customer240@email.com
241,Customer_000241,Basic,2023-10-03,Inactive,customer241@email.com
242,Customer_000242,Standard,2022-08-06,Active,customer242@email.com
243,Customer_000243,Basic,2022-01-13,Inactive,customer243@email.com
244,Customer_000244,Premium,2023-09-06,Active,customer244@email.com
245,Customer_000245,Basic,2023-10-05,Inactive,customer245@email.com
246,Customer_000246,Standard,2021-04-20,Active,customer246@email.com
247,Customer_000247,Standard,2022-09-15,Active,customer247@email.com
248,Customer_000248,Standard,2024-02-17,Active,customer248@email.com
249,Customer_000249,Basic,2024-06-20,Active,customer249@email.com
250,Customer_000250,Basic,2023-07-12,Inactive,customer250@email.com
251,Customer_000251,Basic,2024-04-20,Active,customer251@email.com
252,Customer_000252,Standard,2024-06-25,Inactive,customer252@email.com
253,Customer_000253,Basic,2021-07-23,Active,customer253@email.com
254,Customer_000254,Basic,2022-03-09,Inactive,customer254@email.com
255,Customer_000255,Basic,2022-05-07,Inactive,customer255@email.com
256,Customer_000256,Basic,2021-01-06,Active,customer256@email.com
257,Customer_000257,Basic,2023-08-21,Inactive,customer257@email.com
258,Customer_000258,Premium,2024-12-18,Active,customer258@email.com
259,Customer_000259,Standard,2021-05-26,Inactive,customer259@email.com
260,Customer_000260,Basic,2024-07-04,Active,customer260@email.com
261,Customer_000261,Basic,2022-02-10,Active,customer261@email.com
262,Customer_000262,Basic,2024-08-19,Inactive,customer262@email.com
263,Customer_000263,Basic,2021-10-19,Active,customer263@email.com
264,Customer_000264,Standard,2022-09-22,Active,customer264@email.com
265,Customer_000265,Premium,2022-08-15,Inactive,customer265@email.com
266,Customer_000266,Basic,2022-09-15,Inactive,customer266@email.com
267,Customer_000267,Basic,2023-10-22,Active,customer267@email.com
268,Customer_000268,Basic,2024-05-09,Inactive,customer268@email.com
269,Customer_000269,Basic,2022-10-23,Active,customer269@email.com
270,Customer_000270,Standard,2022-04-14,Active,customer270@email.com
271,Customer_000271,Basic,2024-03-24,Active,customer271@email.com
272,Customer_000272,Standard,2024-10-08,Active,customer272@email.com
273,Customer_000273,Basic,2021-12-25,Active,customer273@email.com
274,Customer_000274,Premium,2022-07-24,Active,customer274@email.com
275,Customer_000275,Basic,2024-07-24,Inactive,customer275@email.com
276,Customer_000276,Basic,2023-08-21,Inactive,customer276@email.com
277,Customer_000277,Basic,2024-10-04,Active,customer277@email.com
278,Customer_000278,Basic,2023-04-24,Active,customer278@email.com
279,Customer_000279,Premium,2023-04-01,Active,customer279@email.com
280,Customer_000280,Basic,2023-07-21,Active,customer280@email.com
281,Customer_000281,Basic,2021-08-26,Active,customer281@email.com
282,Customer_000282,,2023-11-20,Active,customer282@email.com
283,Customer_000283,Standard,2024-01-17,Active,customer283@email.com
284,Customer_000284,Standard,2023-11-28,Active,customer284@email.com
285,Customer_000285,Basic,2024-07-04,Active,customer285@email.com
286,Customer_000286,Basic,2022-07-01,Inactive,customer286@email.com
287,Customer_000287,Standard,2023-06-17,Active,customer287@email.com
288,Customer_000288,Basic,2021-03-01,Inactive,customer288@email.com
289,Customer_000289,Premium,2022-05-06,Inactive,customer289@email.com
290,Customer_000290,Standard,2021-01-29,Active,customer290@email.com
291,Customer_000291,Standard,2021-08-21,Inactive,customer291@email.com
292,Customer_000292,Standard,2021-11-12,Active,customer292@email.com
293,Customer_000293,Basic,2023-11-09,Active,customer293@email.com
294,Customer_000294,Premium,2023-09-16,Active,customer294@email.com
295,Customer_000295,Premium,2024-02-03,Active,customer295@email.com
296,Customer_000296,Premium,2024-05-12,Active,customer296@email.com
297,Customer_000297,Standard,2021-05-23,Active,customer297@email.com
298,Customer_000298,Basic,2023-04-30,Active,customer298@email.com
299,Customer_000299,Basic,2022-07-02,Active,customer299@email.com
300,Customer_000300,Standard,2022-09-04,Active,customer300@email.com
301,Customer_000301,Standard,2024-09-13,Active,customer301@email.com
302,Customer_000302,Standard,2024-01-09,Active,customer302@email.com
303,Customer_000303,Premium,2024-01-18,Active,customer303@email.com
304,Customer_000304,Standard,2022-01-22,Active,customer304@email.com
305,Customer_000305,Basic,2023-02-24,Inactive,customer305@email.com
306,Customer_000306,Premium,2021-03-31,Active,customer306@email.com
307,Customer_000307,Basic,2023-02-20,Active,customer307@email.com
308,Customer_000308,Basic,2024-08-28,Inactive,customer308@email.com
309,Customer_000309,Premium,2021-03-17,Active,customer309@email.com
310,Customer_000310,Basic,2022-11-11,Inactive,customer310@email.com
311,Customer_000311,Standard,2023-06-21,Active,customer311@email.com
312,Customer_000312,Standard,2021-02-01,Active,customer312@email.com
313,Customer_000313,Basic,2024-09-02,Active,customer313@email.com
314,Customer_000314,Standard,2022-06-27,Active,customer314@email.com
315,Customer_000315,Premium,2024-08-23,Active,customer315@email.com
316,Customer_000316,Basic,2024-10-13,Inactive,customer316@email.com
317,Customer_000317,Basic,2022-10-11,Active,customer317@email.com
318,Customer_000318,Premium,2023-09-27,Active,customer318@email.com
319,Customer_000319,Basic,2021-05-21,Active,customer319@email.com
320,Customer_000320,Standard,2022-08-12,Active,customer320@email.com
321,Customer_000321,Premium,2023-06-08,Active,customer321@email.com
322,Customer_000322,Standard,2024-12-12,Active,customer322@email.com
323,Customer_000323,Premium,2024-11-22,Inactive,customer323@email.com
324,Customer_000324,Basic,2022-10-27,Inactive,customer324@email.com
325,Customer_000325,Basic,2023-02-07,Active,customer325@email.com
326,Customer_000326,Premium,2023-04-24,Active,customer326@email.com
327,Customer_000327,Basic,2021-12-15,Inactive,customer327@email.com
328,Customer_000328,Standard,2023-02-23,Active,customer328@email.com
329,Customer_000329,Standard,2024-04-09,Active,customer329@email.com
330,Customer_000330,Basic,2022-06-05,Active,customer330@email.com
331,Customer_000331,Standard,2023-08-11,Inactive,customer331@email.com
332,Customer_000332,Basic,2021-11-20,Active,customer332@email.com
333,Customer_000333,Premium,2024-04-18,Active,customer333@email.com
334,Customer_000334,Standard,2024-11-14,Active,customer334@email.com
335,Customer_000335,Standard,2022-02-12,Active,customer335@email.com
336,Customer_000336,Standard,2021-08-07,Inactive,customer336@email.com
337,Customer_000337,Premium,2024-03-23,Active,customer337@email.com
338,Customer_000338,Standard,2021-02-14,Inactive,customer338@email.com
339,,Premium,2022-07-17,Active,
340,Customer_000340,Basic,2021-04-11,Inactive,customer340@email.com
341,Customer_000341,Basic,2022-08-10,Active,customer341@email.com
342,Customer_000342,Standard,2022-12-23,Active,customer342@email.com
343,Customer_000343,Basic,2022-05-29,Active,customer343@email.com
344,Customer_000344,Basic,2024-09-12,Active,customer344@email.com
345,Customer_000345,Basic,2021-07-18,Active,customer345@email.com
346,Customer_000346,Standard,2022-09-25,Active,customer346@email.com
347,Customer_000347,Basic,2023-01-18,Active,customer347@email.com
348,Customer_000348,Premium,2022-08-28,Active,customer348@email.com
349,Customer_000349,Standard,2022-02-16,Active,customer349@email.com
350,Customer_000350,Standard,2023-01-20,Active,customer350@email.com
351,Customer_000351,Basic,2021-12-03,Active,customer351@email.com
352,Customer_000352,Standard,2023-09-14,Active,customer352@email.com
353,Customer_000353,Premium,2022-11-25,Inactive,customer353@email.com
354,Customer_000354,Standard,2021-06-04,Inactive,customer354@email.com
355,Customer_000355,Standard,2024-10-17,Active,customer355@email.com
356,Customer_000356,Basic,2024-02-16,Active,customer356@email.com
357,Customer_000357,Standard,2021-01-29,Active,customer357@email.com
358,Customer_000358,Standard,2023-01-25,Inactive,customer358@email.com
359,Customer_000359,Basic,2024-04-12,Inactive,customer359@email.com
360,Customer_000360,Premium,2023-01-31,Active,customer360@email.com
361,Customer_000361,Basic,2021-02-21,Active,customer361@email.com
362,Customer_000362,Premium,2022-11-03,Active,customer362@email.com
363,Customer_000363,Basic,2021-05-10,Inactive,customer363@email.com
364,Customer_000364,Premium,2024-12-06,Active,customer364@email.com
365,Customer_000365,Standard,2021-10-14,Active,customer365@email.com
366,Customer_000366,Standard,2023-10-06,Inactive,customer366@email.com
367,Customer_000367,Basic,2024-01-06,Active,customer367@email.com
368,Customer_000368,Standard,2024-10-05,Inactive,customer368@email.com
369,Customer_000369,Standard,2024-01-12,Inactive,customer369@email.com
370,Customer_000370,Standard,2021-11-13,Active,customer370@email.com
371,Customer_000371,Standard,2023-09-30,Active,customer371@email.com
372,Customer_000372,Basic,2022-07-27,Active,customer372@email.com
373,Customer_000373,Standard,2023-06-28,Inactive,customer373@email.com
374,Customer_000374,Standard,2023-01-13,Active,customer374@email.com
375,Customer_000375,Basic,2024-01-21,Active,customer375@email.com
376,Customer_000376,Premium,2021-05-05,Inactive,customer376@email.com
377,Customer_000377,Basic,2021-09-08,Active,customer377@email.com
378,Customer_000378,Premium,2021-07-07,Active,customer378@email.com
379,Customer_000379,Basic,2024-05-07,Active,customer379@email.com
380,Customer_000380,Basic,2022-11-15,Inactive,customer380@email.com
381,Customer_000381,Standard,2024-03-02,Active,customer381@email.com
382,Customer_000382,Standard,2024-02-10,Active,customer382@email.com
383,Customer_000383,Premium,2022-04-23,Active,customer383@email.com
384,,Basic,2024-05-05,Inactive,
385,Customer_000385,Standard,2021-10-24,Inactive,customer385@email.com
386,Customer_000386,Premium,2021-12-24,Active,customer386@email.com
387,,Premium,2021-09-27,Active,
388,Customer_000388,Basic,2022-05-03,Active,customer388@email.com
389,Customer_000389,Standard,2022-06-28,Active,customer389@email.com
390,Customer_000390,Basic,2023-12-14,Active,customer390@email.com
391,Customer_000391,Basic,2023-07-08,Active,customer391@email.com
392,Customer_000392,Standard,2021-08-12,Active,customer392@email.com
393,Customer_000393,Standard,2024-06-13,Inactive,customer393@email.com
394,Customer_000394,Basic,2024-09-11,Active,customer394@email.com
395,Customer_000395,Standard,2021-03-05,Inactive,customer395@email.com
396,Customer_000396,Standard,2023-04-03,Active,customer396@email.com
397,Customer_000397,Basic,2024-12-29,Active,customer397@email.com
398,Customer_000398,Premium,2021-06-15,Inactive,customer398@email.com
399,Customer_000399,Basic,2021-09-16,Active,customer399@email.com
400,Customer_000400,Basic,2024-01-29,Inactive,customer400@email.com
401,Customer_000401,Basic,2024-05-08,Active,customer401@email.com
402,Customer_000402,Basic,2024-05-24,Active,customer402@email.com
403,Customer_000403,Standard,2021-08-23,Active,customer403@email.com
404,Customer_000404,Basic,2024-02-04,Inactive,customer404@email.com
405,Customer_000405,Standard,2023-07-14,Active,customer405@email.com
406,Customer_000406,Basic,2023-07-18,Inactive,customer406@email.com
407,Customer_000407,Premium,2022-10-03,Inactive,customer407@email.com
408,Customer_000408,Basic,2023-02-06,Active,customer408@email.com
409,Customer_000409,Basic,2023-08-30,Active,customer409@email.com
410,Customer_000410,Premium,2021-07-10,Active,customer410@email.com
411,Customer_000411,Basic,2023-02-03,Active,customer411@email.com
412,Customer_000412,Standard,2024-04-16,Active,customer412@email.com
413,Customer_000413,Basic,2024-10-04,Inactive,customer413@email.com
414,Customer_000414,Standard,2024-09-24,Active,customer414@email.com
415,Customer_000415,Basic,2021-04-16,Active,customer415@email.com
416,Customer_000416,Standard,2022-12-22,Active,customer416@email.com
417,Customer_000417,Premium,2021-11-13,Active,customer417@email.com
418,Customer_000418,Standard,2021-08-10,Active,customer418@email.com
419,Customer_000419,Basic,2021-08-24,Active,customer419@email.com
420,Customer_000420,Basic,2023-05-29,Active,customer420@email.com
421,Customer_000421,Premium,2024-06-27,Active,customer421@email.com
422,Customer_000422,Standard,2021-02-23,Inactive,customer422@email.com
423,Customer_000423,Premium,2024-11-21,Active,customer423@email.com
424,Customer_000424,Premium,2024-12-10,Inactive,customer424@email.com
425,,Basic,2022-12-20,Active,
426,Customer_000426,Premium,2024-03-05,Active,customer426@email.com
427,Customer_000427,Standard,2024-07-20,Inactive,customer427@email.com
428,Customer_000428,Standard,2023-12-23,Active,customer428@email.com
429,Customer_000429,Premium,2022-11-30,Active,customer429@email.com
430,Customer_000430,Basic,2022-10-27,Active,customer430@email.com
431,Customer_000431,Basic,2021-06-23,Active,customer431@email.com
432,Customer_000432,Basic,2024-06-19,Active,customer432@email.com
433,Customer_000433,Standard,2023-06-27,Active,customer433@email.com
434,Customer_000434,Standard,2023-06-25,Active,customer434@email.com
435,Customer_000435,Basic,2023-11-16,Inactive,customer435@email.com
436,Customer_000436,Standard,2022-08-04,Active,customer436@email.com
437,Customer_000437,Basic,2023-12-16,Active,customer437@email.com
438,Customer_000438,Premium,2023-03-21,Active,customer438@email.com
439,Customer_000439,Basic,2022-02-23,Inactive,customer439@email.com
440,Customer_000440,Premium,2021-10-09,Active,customer440@email.com
441,,Standard,2021-09-03,Active,
442,Customer_000442,Premium,2021-12-26,Active,customer442@email.com
443,Customer_000443,Basic,2022-04-17,Active,customer443@email.com
444,Customer_000444,Basic,2022-12-27,Active,customer444@email.com
445,Customer_000445,Premium,2021-03-28,Active,customer445@email.com
